Language_ID,Feature_ID,IPA,Value,BORROWED
Ormuri,give,baʃ,259,?
Ossetic_Iron,give,dættɨn,258,?
Shughni,give,dedow,258,?
Taleshi,give,da,258,?
Wakhi,give,rand,261,?
Waziri,give,derkrel,258,?
Yaghnobi,give,tifar,262,?
Zazaki,give,dajiʔ,258,?
SEK,give,dan,258,?
SK,give,dan,258,?
NK,give,dayin,258,?
SWK,give,dan,258,?
NWK,give,dɔyin,258,?
Zebaki,give,da,258,?
Ishkashimi,give,da,258,?
Pashto,give,darkawəl,258,?
Bakhtiyari,go,rahden,263,?
Balochi,go,rawag,264,?
Gilaki,go,ʃon,265,?
Judeo-Tati,go,rafde,263,?
Kumzari,go,raft,263,?
Modern_Persian,go,raftan,263,?
Ormuri,go,tsaw,265,?
Ossetic_Iron,go,tsæwɨn,265,?
Parachi,go,ʧim,267,?
Shughni,go,saw,265,?
Taleshi,go,ʃe,265,?
Wakhi,go,ʧaw,265,?
Yaghnobi,go,tir,270,?
Zazaki,go,ʃɨjajiʃ,271,?
SEK,go,ʧun,266,?
SK,go,ʧun,266,?
NK,go,ʧuyin,266,?
SWK,go,ʧun,266,?
NWK,go,ʧuyin,266,?
Ishkashimi,go,ʃu,265,?
Zebaki,go,ʃom,266,?
Pashto,go,tləl,268,?
Bakhtiyari,good,xoʋ,272,?
Balochi,good,ʃar,273,?
Gilaki,good,xob,272,?
Judeo-Tati,good,xub,272,?
Kumzari,good,xair,273,?
Modern_Persian,good,xub,272,?
Ormuri,good,ʃir,274,?
Ossetic_Iron,good,xorz,272,?
Parachi,good,kori,276,?
Shughni,good,baʃand,277,?
Taleshi,good,xuʔ,272,?
Wakhi,good,xub,272,?
Waziri,good,ʃe,278,?
Yaghnobi,good,obadon,279,?
Zazaki,good,weʃ,277,?
SEK,good,baʃ,277,?
SK,good,baʃ,277,?
NK,good,ɹɨnd,275,?
SWK,good,rɨnd,275,?
NWK,good,ɹɨnd,275,?
Zebaki,good,feri,274,?
Ishkashimi,good,fri,274,?
Pashto,good,ɣuʃ,272,?
Bakhtiyari,hair,mi,280,?
Balochi,hair,phut,281,?
Gilaki,hair,mu,280,?
Judeo-Tati,hair,muj,280,?
Kumzari,hair,mu,280,?
Modern_Persian,hair,mu,280,?
Ormuri,hair,dri,284,?
Ossetic_Iron,hair,særɨxʔuɨn,285,?
Parachi,hair,doʃ,286,?
Shughni,hair,muj,280,?
Taleshi,hair,my,280,?
Wakhi,hair,ʃafʃ,288,?
Waziri,hair,weʃte,289,?
Yaghnobi,hair,diraw,284,?
Zazaki,hair,mu,280,?
SEK,hair,pɨrʧ,283,?
SK,hair,pov,287,?
NK,hair,por,283,?
SWK,hair,por,283,?
NWK,hair,por,283,?
Zebaki,hair,segund,290,?
Ishkashimi,hair,ɣenuk,282,?
Pashto,hair,mu,280,?
Bakhtiyari,hand,dast,291,?
Balochi,hand,dast,291,?
Gilaki,hand,dʔs,291,?
Judeo-Tati,hand,des,291,?
Kumzari,hand,dist,291,?
Modern_Persian,hand,dast,291,?
Ormuri,hand,dest,291,?
Ossetic_Iron,hand,kʔux,293,?
Parachi,hand,dɜst,291,?
Shughni,hand,dast,291,?
Taleshi,hand,dast,291,?
Wakhi,hand,dast,291,?
Waziri,hand,los,291,?
Yaghnobi,hand,dast,291,?
Zazaki,hand,dest,291,?
SEK,hand,mɨl,294,?
SK,hand,mɨl,294,?
NK,hand,phi,292,?
SWK,hand,phi,292,?
NWK,hand,phi,292,?
Zebaki,hand,dast,291,?
Ishkashimi,hand,dust,291,?
Pashto,hand,las,291,?
Bakhtiyari,hard,seft,295,?
Balochi,hard,trond,296,?
Gilaki,hard,kar,297,?
Judeo-Tati,hard,texdeteher,299,?
Kumzari,hard,iʃk,300,?
Modern_Persian,hard,saɣt,295,?
Ormuri,hard,tiŋ,296,?
Ossetic_Iron,hard,xwæbær,302,?
Parachi,hard,ʁaweri,303,?
Shughni,hard,xaʃ,295,?
Taleshi,hard,ʧətin,296,?
Wakhi,hard,ʃux,295,?
Yaghnobi,hard,wazmin,305,?
Zazaki,hard,sert,301,?
SEK,hard,rɛq,304,?
SK,hard,hɨʃk,300,?
NK,hard,ʕɛʃk,300,?
SWK,hard,sɛrt,301,?
NWK,hard,sɛɹt,301,?
Ishkashimi,hard,kulaɣ,297,?
Pashto,hard,saɣt,295,?
Bakhtiyari,hear,aʔniden,306,?
Balochi,hear,asxanagʔ,306,?
Gilaki,hear,iʃnav,306,?
Judeo-Tati,hear,ʃinire,306,?
Kumzari,hear,ʃnaft,306,?
Modern_Persian,hear,ʃenidan,306,?
Ormuri,hear,amar,312,?
Ossetic_Iron,hear,xʔusɨn,311,?
Parachi,hear,harw,313,?
Shughni,hear,xin,309,?
Taleshi,hear,mas,316,?
Wakhi,hear,ksɨj,317,?
Waziri,hear,arwedel,314,?
Yaghnobi,hear,duguʔ,318,?
Zazaki,hear,aʃnawitiʃ,306,?
SEK,hear,bɨhistɨn,311,?
SK,hear,ħɨs,311,?
NK,hear,bɨhistɨn,311,?
SWK,hear,bɨhistɨn,311,?
NWK,hear,bistɨn,311,?
Ishkashimi,hear,ʃud,309,?
Pashto,hear,arvedəl,314,?
Bakhtiyari,heavy,saʔin,319,?
Balochi,heavy,giran,320,?
Gilaki,heavy,səngin,319,?
Judeo-Tati,heavy,gurund,320,?
Kumzari,heavy,sanʔgi,319,?
Modern_Persian,heavy,saʔin,319,?
Ormuri,heavy,wazmɨnd,321,?
Ossetic_Iron,heavy,wæzau,321,?
Parachi,heavy,giran,320,?
Shughni,heavy,wazmin,321,?
Taleshi,heavy,səxt,323,?
Wakhi,heavy,ghuruʔ,320,?
Waziri,heavy,drind,320,?
Yaghnobi,heavy,wazmin,321,?
Zazaki,heavy,ʃenik,319,?
SEK,heavy,gɨran,320,?
SK,heavy,gɨran,320,?
NK,heavy,gɨran,320,?
SWK,heavy,gɨran,320,?
NWK,heavy,gɨran,320,?
Ishkashimi,heavy,wazmin,321,?
Pashto,heavy,drund,320,?
Bakhtiyari,hide,xef,326,?
Balochi,hide,per,327,?
Gilaki,hide,ʒuxusanen,328,?
Judeo-Tati,hide,pexni,329,?
Kumzari,hide,enar,329,?
Modern_Persian,hide,panhan,329,?
Ormuri,hide,ɣəle,332,?
Ossetic_Iron,hide,æmbæxsɨn,333,?
Parachi,hide,xaz,334,?
Shughni,hide,pano,329,?
Taleshi,hide,noho,336,?
Yaghnobi,hide,baʤo,337,?
SEK,hide,ʃartɨnɛwɛ,331,?
SK,hide,vɛʃartɨn,331,?
NK,hide,vɛʃartɨn,331,?
SWK,hide,vɛʃartɨn,331,?
NWK,hide,vɛʃartɨn,331,?
Pashto,hide,nixamavəl,335,?
Bakhtiyari,hit/beat,koften,338,?
Balochi,hit/beat,ʔanagʔ,339,?
Gilaki,hit/beat,kəf,340,?
Judeo-Tati,hit/beat,kuf,338,?
Kumzari,hit/beat,okt,341,?
Modern_Persian,hit/beat,zadan,342,?
Ormuri,hit/beat,zan,342,?
Ossetic_Iron,hit/beat,tsævɨn,338,?
Parachi,hit/beat,ʤan,338,?
Shughni,hit/beat,di,345,?
Taleshi,hit/beat,zan,342,?
Wakhi,hit/beat,di,345,?
Waziri,hit/beat,wahel,346,?
Zazaki,hit/beat,dajiʔ,347,?
SEK,hit/beat,ledan,343,?
SK,hit/beat,lexɨstɨn,343,?
NK,hit/beat,lexɨstɨn,343,?
SWK,hit/beat,lexɨstɨn,343,?
NWK,hit/beat,lexɨstɨn,343,?
Pashto,hit/beat,drazawəl,344,?
Bakhtiyari,horn,ʃax,350,?
Balochi,horn,kanʈ,349,?
Gilaki,horn,ʃax,350,?
Judeo-Tati,horn,ʃox,350,?
Kumzari,horn,qarn,352,?
Modern_Persian,horn,ʃax,350,?
Ormuri,horn,ʃax,350,?
Ossetic_Iron,horn,sɨ,350,?
Parachi,horn,ʃi,350,?
Shughni,horn,xaʃ,350,?
Taleshi,horn,ʃux,350,?
Wakhi,horn,ʃəu,350,?
Yaghnobi,horn,ʃox,350,?
Zazaki,horn,qoʔ,354,?
SEK,horn,ʃax,350,?
SK,horn,stɨrɨh,358,?
NK,horn,qoʧ,354,?
SWK,horn,qoʧ,354,?
NWK,horn,ustru,355,?
Ishkashimi,horn,vərok,351,?
Pashto,horn,xkər,357,?
Bakhtiyari,house,hoʋne,359,?
Balochi,house,ʧarkol,360,?
Gilaki,house,xanə,359,?
Judeo-Tati,house,xune,359,?
Kumzari,house,xanaʁ,359,?
Modern_Persian,house,ɣana,359,?
Ormuri,house,nar,359,?
Ossetic_Iron,house,xædzar,359,?
Parachi,house,ʁus,362,?
Shughni,house,ʧid,364,?
Taleshi,house,kə,364,?
Wakhi,house,ɣun,359,?
Yaghnobi,house,kat,364,?
Zazaki,house,ban,365,?
SEK,house,mal,361,?
SK,house,mal,361,?
NK,house,mal,361,?
SWK,house,mal,361,?
NWK,house,mɔl,361,?
Zebaki,house,ɣan,359,?
Ishkashimi,house,ɣun,359,?
Pashto,house,kor,364,?
Bakhtiyari,in,men,366,?
Balochi,in,man,366,?
Gilaki,in,dər,368,?
Judeo-Tati,in,der,368,?
Kumzari,in,indi,369,?
Modern_Persian,in,dar,368,?
Ormuri,in,nɛ,370,?
Ossetic_Iron,in,mae,366,?
Parachi,in,tar,368,?
Shughni,in,pi,372,?
Taleshi,in,bə,372,?
Wakhi,in,ne,370,?
Waziri,in,kʔe,374,?
Zazaki,in,di,368,?
SEK,in,dɨ,368,?
SK,in,dɨ,368,?
NK,in,dɨ,368,?
SWK,in,dɨ,368,?
NWK,in,dæ,368,?
Zebaki,in,ka,374,?
Ishkashimi,in,dar,368,?
Pashto,in,pex,372,?
Bakhtiyari,knee,zuni,375,?
Balochi,knee,ʈong,376,?
Gilaki,knee,zanu,375,?
Judeo-Tati,knee,zani,375,?
Kumzari,knee,rukbit,378,?
Modern_Persian,knee,zanu,375,?
Ormuri,knee,zanu,375,?
Ossetic_Iron,knee,wɜrag,379,?
Parachi,knee,zonu,375,?
Shughni,knee,zun,375,?
Taleshi,knee,zəŋ,375,?
Yaghnobi,knee,zonk,375,?
Zazaki,knee,saqe,373,?
SEK,knee,ʧok,376,?
SK,knee,kabok,376,?
NK,knee,ʧok,376,?
SWK,knee,ʧong,376,?
NWK,knee,ʧok,376,?
Ishkashimi,knee,zung,375,?
Pashto,knee,zanu,375,?
Bakhtiyari,know,doʋnesten,380,?
Balochi,know,sahih biagh,381,?
Gilaki,know,dan,380,?
Judeo-Tati,know,ʃinoxde,383,?
Kumzari,know,dan,380,?
Modern_Persian,know,danestan,380,?
Ossetic_Iron,know,fæsmærun,384,?
Parachi,know,xabʔar,385,?
Shughni,know,fam,386,?
Taleshi,know,zun,380,?
Wakhi,know,dis,382,?
Waziri,know,xabar,385,?
Yaghnobi,know,giriv,388,?
Zazaki,know,zanajiʔ,380,?
SEK,know,zanin,380,?
SK,know,zanin,380,?
NK,know,zanin,380,?
SWK,know,zanin,380,?
NWK,know,zɔnin,380,?
Bakhtiyari,laugh,handesten,389,?
Balochi,laugh,xandagʔ,389,?
Gilaki,laugh,xəndʔ,389,?
Judeo-Tati,laugh,xendysde,389,?
Kumzari,laugh,xanidiʔ,389,?
Modern_Persian,laugh,xandidan,389,?
Ormuri,laugh,xanak,389,?
Ossetic_Iron,laugh,xudɨn,389,?
Parachi,laugh,xan,389,?
Shughni,laugh,ʔand,389,?
Taleshi,laugh,xanda,389,?
Wakhi,laugh,kund,389,?
Waziri,laugh,xandel,389,?
Yaghnobi,laugh,xant,389,?
Zazaki,laugh,huwajiʃ,391,?
SEK,laugh,kɛnin,389,?
SK,laugh,kɛn,389,?
NK,laugh,kɛnin,389,?
SWK,laugh,kɛnin,389,?
NWK,laugh,kænin,389,?
Pashto,laugh,ɣandedəl,389,?
Bakhtiyari,leaf,par,392,?
Balochi,leaf,thax,393,?
Gilaki,leaf,bərg,392,?
Judeo-Tati,leaf,velg,392,?
Kumzari,leaf,warq,392,?
Modern_Persian,leaf,barg,392,?
Ormuri,leaf,barg,392,?
Ossetic_Iron,leaf,sɨf,395,?
Parachi,leaf,pon,396,?
Shughni,leaf,barg,392,1
Taleshi,leaf,liv,395,?
Wakhi,leaf,pulc,392,?
Waziri,leaf,ponrje,397,?
Yaghnobi,leaf,barg,392,?
Zazaki,leaf,velg,392,?
SEK,leaf,pɛlɨk,392,?
SK,leaf,pɛl,392,?
NK,leaf,pɛl,392,?
SWK,leaf,pɛlʧ,392,?
NWK,leaf,ʧɨlo,394,?
Ishkashimi,leaf,barg,392,1
Pashto,leaf,barg,392,?
Bakhtiyari,leg/foot,leʔ,398,?
Balochi,leg/foot,phadh,399,?
Gilaki,leg/foot,pa,399,?
Judeo-Tati,leg/foot,poj,399,?
Kumzari,leg/foot,pa,399,?
Modern_Persian,leg/foot,pa,399,?
Ossetic_Iron,leg/foot,kʔax,403,?
Parachi,leg/foot,leng,398,?
Shughni,leg/foot,po,399,?
Taleshi,leg/foot,ləng,398,?
Wakhi,leg/foot,pued,399,?
Waziri,leg/foot,pʔa,399,?
Yaghnobi,leg/foot,poda,399,?
Zazaki,leg/foot,liʔ,398,?
SEK,leg/foot,lɨng,398,?
SK,leg/foot,lɨng,398,?
NK,leg/foot,ʧip,401,?
SWK,leg/foot,nɨg,402,?
NWK,leg/foot,nɨg,402,?
Ishkashimi,leg/foot,tsiwling,400,?
Pashto,leg/foot,pa,399,?
Bakhtiyari,liver,ʤijar,406,?
Balochi,liver,ʤaghar,406,1
Gilaki,liver,ʤəgər,406,?
Judeo-Tati,liver,ʔiger,406,?
Kumzari,liver,joʁur,408,?
Modern_Persian,liver,ʔegar,406,?
Ossetic_Iron,liver,igær,406,?
Parachi,liver,ʔigar,406,1
Shughni,liver,ʔigar,406,?
Taleshi,liver,ʤigə,406,?
Wakhi,liver,ʔigar,406,1
Waziri,liver,jenna,410,?
Yaghnobi,liver,ʃupurda,411,?
Zazaki,liver,qesiba,412,1
SEK,liver,cɛrg,406,1
SK,liver,kɛzɛb,409,?
NK,liver,cigɛr,406,1
SWK,liver,kɛzɛw,409,?
NWK,liver,cigær,406,1
Ishkashimi,liver,gola,407,?
Pashto,liver,dzigar,406,?
Bakhtiyari,long,deraz,413,?
Balochi,long,draʒ,413,?
Gilaki,long,dʔraz,413,?
Judeo-Tati,long,duraz,413,?
Kumzari,long,draz,413,?
Modern_Persian,long,deraz,413,?
Ormuri,long,drox,413,?
Ossetic_Iron,long,dargʔ,416,?
Parachi,long,biʃt,417,?
Shughni,long,daroz,413,?
Taleshi,long,dɨroz,413,?
Wakhi,long,deroz,413,?
Waziri,long,wiʒd,414,?
Yaghnobi,long,van,418,?
Zazaki,long,derg,413,?
SEK,long,dreʒ,413,?
SK,long,dɨreʒ,413,?
NK,long,dɨreʒ,413,?
SWK,long,dɨreʒ,413,?
NWK,long,dɨreʒ,413,?
Ishkashimi,long,wuzduk,414,?
Pashto,long,uʒd,414,?
Bakhtiyari,louse,ʃeʃ,419,?
Balochi,louse,bot,420,?
Gilaki,louse,səbəʤ,419,?
Judeo-Tati,louse,subuʤ,419,?
Kumzari,louse,qarʔa,421,?
Modern_Persian,louse,ʃepeʃ,419,?
Ormuri,louse,spoi,419,?
Ossetic_Iron,louse,sɨst,419,1
Parachi,louse,ispo,419,?
Shughni,louse,sipag,419,?
Taleshi,louse,əsbə,419,?
Wakhi,louse,sis,419,?
Waziri,louse,spaʒa,419,?
Yaghnobi,louse,ʃipuʃ,419,?
Zazaki,louse,eʃpiʒ,419,?
SEK,louse,hɨspi,419,?
SK,louse,spɛh,419,?
NK,louse,sɨpi,419,?
SWK,louse,spɨʔ,419,?
NWK,louse,ɨspi,419,?
Ishkashimi,louse,spul,419,?
Pashto,louse,spəʒa,419,?
Bakhtiyari,meat,guʔt,423,?
Balochi,meat,goʒd,423,?
Gilaki,meat,guʔt,423,?
Judeo-Tati,meat,guʔd,423,?
Kumzari,meat,goʔt,423,?
Modern_Persian,meat,guʔt,423,?
Ormuri,meat,goka,425,?
Ossetic_Iron,meat,fɨd,426,?
Parachi,meat,xuʃ,423,?
Shughni,meat,guxt,423,?
Taleshi,meat,guzʔd,423,?
Wakhi,meat,gost,423,?
Waziri,meat,gʔoʔa,427,?
Yaghnobi,meat,jota,423,?
Zazaki,meat,goʔt,423,?
SEK,meat,goʃt,423,?
SK,meat,goʃt,423,?
NK,meat,goʃt,423,?
SWK,meat,goʃt,423,?
NWK,meat,goʃt,423,?
Ishkashimi,meat,pudf,424,?
Pashto,meat,ghvaɣa,427,?
Bakhtiyari,mouth,dohoʔn,430,?
Balochi,mouth,daf,430,?
Gilaki,mouth,dʔhan,430,?
Judeo-Tati,mouth,laʔa,432,?
Kumzari,mouth,kar,433,?
Modern_Persian,mouth,dahan,429,?
Ormuri,mouth,don,429,?
Ossetic_Iron,mouth,kom,435,?
Parachi,mouth,ʃoɳɖ,436,?
Shughni,mouth,xov,438,?
Taleshi,mouth,gəv,433,?
Wakhi,mouth,gʔus,439,?
Waziri,mouth,xwula,437,?
Yaghnobi,mouth,rax,440,?
Zazaki,mouth,fek,441,?
SEK,mouth,dɛw,430,?
SK,mouth,dɛv,430,?
NK,mouth,dɛv,430,?
SWK,mouth,dɛv,430,?
NWK,mouth,dɔv,430,?
Ishkashimi,mouth,futs,431,?
Pashto,mouth,ɣula,437,?
Balochi,name,nam,442,?
Gilaki,name,nam,442,?
Judeo-Tati,name,num,442,?
Kumzari,name,nam,442,?
Ormuri,name,nom,442,?
Ossetic_Iron,name,nom,442,?
Parachi,name,nɒm,442,?
Shughni,name,num,442,?
Taleshi,name,nom,442,?
Wakhi,name,nuŋ,443,?
Waziri,name,num,442,?
Yaghnobi,name,nom,442,?
Zazaki,name,name,442,?
SEK,name,naw,442,?
SK,name,nav,442,?
NK,name,nav,442,?
SWK,name,nav,442,?
NWK,name,nɔv,442,?
Zebaki,name,nem,442,?
Pashto,name,num,442,?
Bakhtiyari,navel,naf,444,?
Balochi,navel,don,445,?
Judeo-Tati,navel,nof,444,?
Kumzari,navel,nawaʁ,444,?
Modern_Persian,navel,naf,444,?
Ormuri,navel,nefak,444,?
Ossetic_Iron,navel,bik,446,?
Parachi,navel,nof,444,?
Shughni,navel,nof,444,?
Taleshi,navel,nofə,444,?
Wakhi,navel,nof,444,?
Yaghnobi,navel,nofa,444,?
SEK,navel,nawɨk,444,?
SK,navel,navɨk,444,?
NK,navel,navɨk,444,?
SWK,navel,nevk,444,?
NWK,navel,nɔvɨk,444,?
Ishkashimi,navel,naf,444,?
Pashto,navel,naf,444,?
Bakhtiyari,neck,garden,448,?
Balochi,neck,gwar,448,?
Gilaki,neck,guli,448,?
Judeo-Tati,neck,gerden,448,?
Kumzari,neck,gurdin,448,?
Modern_Persian,neck,gardan,448,?
Ormuri,neck,gardan,448,?
Ossetic_Iron,neck,bɜrzɜj,452,?
Parachi,neck,maɳɖʔa,453,?
Shughni,neck,gardan,448,?
Taleshi,neck,gardan,448,?
Wakhi,neck,gerdon,448,?
Yaghnobi,neck,kʔama,455,?
Zazaki,neck,mil,456,?
SEK,neck,sukur,454,?
SK,neck,sukur,454,?
NK,neck,hɨstu,451,?
SWK,neck,hɨstɨ,451,?
NWK,neck,ustɨ,451,?
Pashto,neck,gardan,448,?
Bakhtiyari,new,nu,457,?
Balochi,new,nox,457,?
Gilaki,new,tazə,458,?
Judeo-Tati,new,toze,458,?
Kumzari,new,no,457,?
Modern_Persian,new,taze,458,?
Ormuri,new,nuw,457,?
Ossetic_Iron,new,næwæg,457,?
Parachi,new,no,457,?
Shughni,new,naw,457,?
Taleshi,new,toʒə,458,?
Wakhi,new,toza,458,?
Waziri,new,newai,457,?
Yaghnobi,new,nava,457,?
Zazaki,new,newe,457,?
SEK,new,ny,457,?
SK,new,nu,457,?
NK,new,tɛzɛ,458,?
SWK,new,no,457,?
NWK,new,no,457,?
Ishkashimi,new,nawuk,457,?
Pashto,new,nəvaj,457,?
Bakhtiyari,night,ʔaʔ,459,?
Balochi,night,ʔaf,459,?
Gilaki,night,ʔb,459,?
Judeo-Tati,night,ʔev,459,?
Kumzari,night,ʔo,459,?
Modern_Persian,night,ʔab,459,?
Ormuri,night,ʃo,459,?
Ossetic_Iron,night,æxtsæv,459,?
Parachi,night,xawʃɒn,459,?
Shughni,night,xab,459,?
Taleshi,night,ʔav,459,?
Wakhi,night,nugʔd,462,?
Waziri,night,ʔpa,459,?
Yaghnobi,night,xʔap,459,?
Zazaki,night,ʔew,459,?
SEK,night,ʃɛw,459,?
SK,night,ʃɛv,459,?
NK,night,ʃɛv,459,?
SWK,night,ɹæv,459,?
NWK,night,ʃæv,459,?
Ishkashimi,night,ʔab,459,?
Zebaki,night,ferʔun,463,?
Pashto,night,ʃab,461,?
Bakhtiyari,nose,noft,467,?
Balochi,nose,phonz,465,?
Gilaki,nose,dəmaɣ,466,?
Judeo-Tati,nose,vini,467,?
Kumzari,nose,noxaret,469,?
Modern_Persian,nose,damagʔ,466,?
Ormuri,nose,nini,467,?
Ossetic_Iron,nose,fɨndz,468,?
Parachi,nose,damoʔ,466,1
Shughni,nose,neʔ,467,?
Taleshi,nose,vɨni,467,?
Wakhi,nose,mis,472,?
Waziri,nose,peza,465,?
Yaghnobi,nose,naʔs,467,?
Zazaki,nose,pirnike,473,?
SEK,nose,dɨfɨn,468,?
SK,nose,behvɨl,471,?
NK,nose,poz,465,?
SWK,nose,poz,465,?
NWK,nose,poz,465,?
Ishkashimi,nose,nits,467,?
Zebaki,nose,nits,467,?
Pashto,nose,paza,465,?
Bakhtiyari,not,na,474,?
Balochi,not,na,474,?
Gilaki,not,ne,474,?
Judeo-Tati,not,neki,474,?
Kumzari,not,na,474,?
Modern_Persian,not,na,474,?
Ormuri,not,nak,474,?
Ossetic_Iron,not,næ,474,?
Parachi,not,na,474,?
Shughni,not,na,474,?
Taleshi,not,ni,474,?
Wakhi,not,ne,474,?
Waziri,not,na,474,?
Yaghnobi,not,na,474,?
Zazaki,not,ne,474,?
SEK,not,nɛ,474,?
SK,not,na,474,?
NK,not,na,474,?
SWK,not,na,474,?
NWK,not,nɔ,474,?
Ishkashimi,not,na,474,?
Zebaki,not,na,474,?
Pashto,not,nah,474,?
Bakhtiyari,old,kohne,475,?
Balochi,old,phir,476,?
Gilaki,old,pir,476,?
Judeo-Tati,old,pir,476,?
Kumzari,old,kaʔnaʁ,475,?
Modern_Persian,old,pir,476,?
Ormuri,old,zol,481,?
Ossetic_Iron,old,zærond,480,?
Parachi,old,kona,478,?
Shughni,old,kina,478,?
Taleshi,old,kanə,478,?
Waziri,old,zor,481,?
Yaghnobi,old,kuhna,478,?
Zazaki,old,pilʔixtijar,482,?
SEK,old,kɛwn,478,?
SK,old,kɛvɨn,478,?
NK,old,kɛm,478,?
SWK,old,kævɨn,478,?
NWK,old,kævɨn,478,?
Pashto,old,zor,481,?
Bakhtiyari,one,jak,483,?
Balochi,one,jak,483,?
Gilaki,one,jək,483,?
Judeo-Tati,one,jek,483,?
Kumzari,one,jek,483,?
Modern_Persian,one,jek,483,?
Ormuri,one,ʔe,483,?
Ossetic_Iron,one,iu,483,?
Parachi,one,ʔu,483,?
Shughni,one,jak,483,?
Taleshi,one,gɨləj,489,?
Wakhi,one,ji,483,?
Waziri,one,jo,483,?
Yaghnobi,one,jak,483,?
Zazaki,one,ʤew,483,?
SEK,one,jek,483,?
SK,one,jɛk,483,?
NK,one,jɛk,483,?
SWK,one,jek,483,?
NWK,one,ek,483,?
Ishkashimi,one,wak,483,?
Zebaki,one,wok,483,?
Pashto,one,ju,483,?
Bakhtiyari,rain,baroʔn,491,?
Balochi,rain,gwaragʔ,491,?
Gilaki,rain,barʔ,491,?
Judeo-Tati,rain,voruʔ,491,?
Kumzari,rain,baram,491,?
Modern_Persian,rain,baridan,491,?
Ormuri,rain,bɒrɨn,491,?
Ossetic_Iron,rain,uarɨn,491,?
Parachi,rain,auʔar,494,?
Shughni,rain,borun,491,?
Taleshi,rain,kuluk,495,?
Waziri,rain,waredel,491,?
Yaghnobi,rain,borʔn,491,?
Zazaki,rain,varan,491,?
SEK,rain,baran,491,?
SK,rain,baran,491,?
NK,rain,ʃɨli,493,?
SWK,rain,baran,491,?
NWK,rain,bɔrɔn,491,?
Ishkashimi,rain,urnaduk,492,?
Pashto,rain,vərja,491,?
Bakhtiyari,red,sohr,496,?
Balochi,red,suhr,496,?
Gilaki,red,sorx,496,?
Judeo-Tati,red,qirmizni,497,1
Kumzari,red,sirx,496,?
Modern_Persian,red,sorx,496,?
Ormuri,red,ʃuʃ,496,?
Ossetic_Iron,red,sɨrx,496,?
Parachi,red,surxo,496,1
Shughni,red,lola,498,?
Taleshi,red,sə,496,?
Wakhi,red,sekr,496,?
Waziri,red,sir,496,?
Yaghnobi,red,surx,496,?
Zazaki,red,sur,496,?
SEK,red,sor,496,?
SK,red,sor,496,?
NK,red,sor,496,?
SWK,red,sɵr,496,?
NWK,red,sur,496,?
